what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1712137208361
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1712137209689
started,bundle,org.eclipse.cdt.launch,7.0.0.201202111925,"org.eclipse.cdt.launch",1712137216829
started,bundle,com.altera.sbt4e.launch,13.1.0.162,"com.altera.sbt4e.launch",1712137216829
started,bundle,com.altera.debug.cdi.gdb.plugin,13.1.0.162,"com.altera.debug.cdi.gdb.plugin",1712137217987
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1712137218081
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1712137218128
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1712137218139
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1712137254385
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.debug",1712137254385
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1712137258850
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1712137281296
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1712137283540
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1712137414207
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1712137425377
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1712137426691
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1712137432999
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1712137441125
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1712137654849
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.debug",1712137654855
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1712137657054
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1712137743337
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1712137750531
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1712137771194
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1712137775760
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1712137777102
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1712137783467
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1712137790179
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.debug",1712137790196
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1712137796851
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1712137819345
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1712137823371
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1712137824352
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1712137828846
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1712137830115
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.debug",1712137830462
error,log,,,"Unable to validate connection settings.",1712137837663
error,log,,,"Unable to validate connection settings.",1712137837663
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1712137837695
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1712137847294
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1712137849275
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1712137855165
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1712137860829
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1712137862150
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1712137868484
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1712137912616
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.debug",1712137912631
opened,view,com.altera.sbtgui.launch,13.1.0.162,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1712137914473
started,bundle,org.eclipse.cdt.debug.mi.ui,6.1.1.201202111925,"org.eclipse.cdt.debug.mi.ui",1712137914615
started,bundle,org.eclipse.cdt.debug.mi.core,7.1.1.201202111925,"org.eclipse.cdt.debug.mi.core",1712137914630
error,log,,,"Failed Executing: [nios2-download, '--cable=USB-Blaster on localhost [USB-0]', --device=1, --instance=0, --accept-bad-sysid, --sidp=0x8000020, /cygdrive/c/Users/adminbistec/Desktop/CO503/Lab_01/Part_02/software/JPEG_Encoder/JPEG_Encoder.elf] return code: 4, 'other error'",1712137920942
error,log,,,"Downloading ELF Process failed",1712137920942
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1712137920956
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1712137954797
error,log,,,"Unhandled event loop exception",1712137975356
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1712137987139
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1712137988411
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.debug",1712137988772
activated,view,com.altera.sbtgui.launch,13.1.0.162,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1712137990608
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1712137990846
error,log,,,"Failed Executing: [nios2-download, '--cable=USB-Blaster on localhost [USB-0]', --device=1, --instance=0, --accept-bad-sysid, --sidp=0x8000020, /cygdrive/c/Users/adminbistec/Desktop/CO503/Lab_01/Part_02/software/JPEG_Encoder/JPEG_Encoder.elf] return code: 4, 'other error'",1712137996704
error,log,,,"Downloading ELF Process failed",1712137996704
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1712137996720
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1712138071436
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1712138073761
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1712138077246
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1712138078893
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1712138084006
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1712138084906
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1712138089951
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1712138091207
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.debug",1712138091546
activated,view,com.altera.sbtgui.launch,13.1.0.162,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1712138093385
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1712138093554
