what,kind,bundleId,bundleVersion,description,time
activated,view,com.altera.sbtgui.launch,13.1.0.162,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1716310833168
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1716310833351
error,log,,,"Error starting gdbserver - see console for details",1716310844256
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1716310844277
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1716310848603
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1716310850918
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1716310870768
activated,view,com.altera.sbtgui.launch,13.1.0.162,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1716310872368
activated,perspective,com.altera.sbtgui.ui,13.1.0.162,"com.altera.sbtgui.ui.cPerspective",1716310872369
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1716310875347
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1716310885168
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1716311218298
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1716311221062
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1716311223979
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1716311227851
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1716311231991
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1716311232673
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1716311238788
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1716311241356
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1716311244604
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1716311246095
